id,cliente,ciudad,edad,compras,total_usd,activo,categoria
2626,Cliente_02626,Bucaramanga,47,1,45.35,Sí,Oro
2627,Cliente_02627,Pereira,48,2,68.3,Sí,Platino
2628,Cliente_02628,Bogotá,49,3,91.25,No,Bronce
2629,Cliente_02629,Medellín,50,4,114.2,Sí,Plata
2630,Cliente_02630,Cali,51,5,137.15,Sí,Oro
2631,Cliente_02631,Cartagena,52,6,160.1,No,Platino
2632,Cliente_02632,Bucaramanga,53,7,183.05,Sí,Bronce
2633,Cliente_02633,Pereira,54,8,206.0,Sí,Plata
2634,Cliente_02634,Bogotá,55,9,228.95,No,Oro
2635,Cliente_02635,Medellín,56,10,197.5,Sí,Platino
2636,Cliente_02636,Cali,57,11,220.45,Sí,Bronce
2637,Cliente_02637,Cartagena,58,12,243.4,No,Plata
2638,Cliente_02638,Bucaramanga,59,13,266.35,Sí,Oro
2639,Cliente_02639,Pereira,60,14,289.3,Sí,Platino
2640,Cliente_02640,Bogotá,61,15,312.25,No,Bronce
2641,Cliente_02641,Medellín,62,16,335.2,Sí,Plata
2642,Cliente_02642,Cali,63,17,358.15,Sí,Oro
2643,Cliente_02643,Cartagena,64,18,381.1,No,Platino
2644,Cliente_02644,Bucaramanga,65,19,404.05,Sí,Bronce
2645,Cliente_02645,Pereira,66,20,427.0,Sí,Plata
2646,Cliente_02646,Bogotá,67,21,449.95,No,Oro
2647,Cliente_02647,Medellín,68,22,472.9,Sí,Platino
2648,Cliente_02648,Cali,69,23,495.85,Sí,Bronce
2649,Cliente_02649,Cartagena,70,24,518.8,No,Plata
2650,Cliente_02650,Bucaramanga,18,0,48.0,Sí,Oro
2651,Cliente_02651,Pereira,19,1,70.95,Sí,Platino
2652,Cliente_02652,Bogotá,20,2,39.5,No,Bronce
2653,Cliente_02653,Medellín,21,3,62.45,Sí,Plata
2654,Cliente_02654,Cali,22,4,85.4,Sí,Oro
2655,Cliente_02655,Cartagena,23,5,108.35,No,Platino
2656,Cliente_02656,Bucaramanga,24,6,131.3,Sí,Bronce
2657,Cliente_02657,Pereira,25,7,154.25,Sí,Plata
2658,Cliente_02658,Bogotá,26,8,177.2,No,Oro
2659,Cliente_02659,Medellín,27,9,200.15,Sí,Platino
2660,Cliente_02660,Cali,28,10,223.1,Sí,Bronce
2661,Cliente_02661,Cartagena,29,11,246.05,No,Plata
2662,Cliente_02662,Bucaramanga,30,12,269.0,Sí,Oro
2663,Cliente_02663,Pereira,31,13,291.95,Sí,Platino
2664,Cliente_02664,Bogotá,32,14,314.9,No,Bronce
2665,Cliente_02665,Medellín,33,15,337.85,Sí,Plata
2666,Cliente_02666,Cali,34,16,360.8,Sí,Oro
2667,Cliente_02667,Cartagena,35,17,383.75,No,Platino
2668,Cliente_02668,Bucaramanga,36,18,406.7,Sí,Bronce
2669,Cliente_02669,Pereira,37,19,375.25,Sí,Plata
2670,Cliente_02670,Bogotá,38,20,398.2,No,Oro
2671,Cliente_02671,Medellín,39,21,421.15,Sí,Platino
2672,Cliente_02672,Cali,40,22,444.1,Sí,Bronce
2673,Cliente_02673,Cartagena,41,23,467.05,No,Plata
2674,Cliente_02674,Bucaramanga,42,24,490.0,Sí,Oro
2675,Cliente_02675,Pereira,43,0,19.2,Sí,Platino
2676,Cliente_02676,Bogotá,44,1,42.15,No,Bronce
2677,Cliente_02677,Medellín,45,2,65.1,Sí,Plata
2678,Cliente_02678,Cali,46,3,88.05,Sí,Oro
2679,Cliente_02679,Cartagena,47,4,111.0,No,Platino
2680,Cliente_02680,Bucaramanga,48,5,133.95,Sí,Bronce
2681,Cliente_02681,Pereira,49,6,156.9,Sí,Plata
2682,Cliente_02682,Bogotá,50,7,179.85,No,Oro
2683,Cliente_02683,Medellín,51,8,202.8,Sí,Platino
2684,Cliente_02684,Cali,52,9,225.75,Sí,Bronce
2685,Cliente_02685,Cartagena,53,10,248.7,No,Plata
2686,Cliente_02686,Bucaramanga,54,11,217.25,Sí,Oro
2687,Cliente_02687,Pereira,55,12,240.2,Sí,Platino
2688,Cliente_02688,Bogotá,56,13,263.15,No,Bronce
2689,Cliente_02689,Medellín,57,14,286.1,Sí,Plata
2690,Cliente_02690,Cali,58,15,309.05,Sí,Oro
2691,Cliente_02691,Cartagena,59,16,332.0,No,Platino
2692,Cliente_02692,Bucaramanga,60,17,354.95,Sí,Bronce
2693,Cliente_02693,Pereira,61,18,377.9,Sí,Plata
2694,Cliente_02694,Bogotá,62,19,400.85,No,Oro
2695,Cliente_02695,Medellín,63,20,423.8,Sí,Platino
2696,Cliente_02696,Cali,64,21,446.75,Sí,Bronce
2697,Cliente_02697,Cartagena,65,22,469.7,No,Plata
2698,Cliente_02698,Bucaramanga,66,23,492.65,Sí,Oro
2699,Cliente_02699,Pereira,67,24,515.6,Sí,Platino
2700,Cliente_02700,Bogotá,68,0,44.8,No,Bronce
2701,Cliente_02701,Medellín,69,1,67.75,Sí,Plata
2702,Cliente_02702,Cali,70,2,90.7,Sí,Oro
2703,Cliente_02703,Cartagena,18,3,59.25,No,Platino
2704,Cliente_02704,Bucaramanga,19,4,82.2,Sí,Bronce
2705,Cliente_02705,Pereira,20,5,105.15,Sí,Plata
2706,Cliente_02706,Bogotá,21,6,128.1,No,Oro
2707,Cliente_02707,Medellín,22,7,151.05,Sí,Platino
2708,Cliente_02708,Cali,23,8,174.0,Sí,Bronce
2709,Cliente_02709,Cartagena,24,9,196.95,No,Plata
2710,Cliente_02710,Bucaramanga,25,10,219.9,Sí,Oro
2711,Cliente_02711,Pereira,26,11,242.85,Sí,Platino
2712,Cliente_02712,Bogotá,27,12,265.8,No,Bronce
2713,Cliente_02713,Medellín,28,13,288.75,Sí,Plata
2714,Cliente_02714,Cali,29,14,311.7,Sí,Oro
2715,Cliente_02715,Cartagena,30,15,334.65,No,Platino
2716,Cliente_02716,Bucaramanga,31,16,357.6,Sí,Bronce
2717,Cliente_02717,Pereira,32,17,380.55,Sí,Plata
2718,Cliente_02718,Bogotá,33,18,403.5,No,Oro
2719,Cliente_02719,Medellín,34,19,426.45,Sí,Platino
2720,Cliente_02720,Cali,35,20,395.0,Sí,Bronce
2721,Cliente_02721,Cartagena,36,21,417.95,No,Plata
2722,Cliente_02722,Bucaramanga,37,22,440.9,Sí,Oro
2723,Cliente_02723,Pereira,38,23,463.85,Sí,Platino
2724,Cliente_02724,Bogotá,39,24,486.8,No,Bronce
2725,Cliente_02725,Medellín,40,0,16.0,Sí,Plata
2726,Cliente_02726,Cali,41,1,38.95,Sí,Oro
2727,Cliente_02727,Cartagena,42,2,61.9,No,Platino
2728,Cliente_02728,Bucaramanga,43,3,84.85,Sí,Bronce
2729,Cliente_02729,Pereira,44,4,107.8,Sí,Plata
2730,Cliente_02730,Bogotá,45,5,130.75,No,Oro
2731,Cliente_02731,Medellín,46,6,153.7,Sí,Platino
2732,Cliente_02732,Cali,47,7,176.65,Sí,Bronce
2733,Cliente_02733,Cartagena,48,8,199.6,No,Plata
2734,Cliente_02734,Bucaramanga,49,9,222.55,Sí,Oro
2735,Cliente_02735,Pereira,50,10,245.5,Sí,Platino
2736,Cliente_02736,Bogotá,51,11,268.45,No,Bronce
2737,Cliente_02737,Medellín,52,12,237.0,Sí,Plata
2738,Cliente_02738,Cali,53,13,259.95,Sí,Oro
2739,Cliente_02739,Cartagena,54,14,282.9,No,Platino
2740,Cliente_02740,Bucaramanga,55,15,305.85,Sí,Bronce
2741,Cliente_02741,Pereira,56,16,328.8,Sí,Plata
2742,Cliente_02742,Bogotá,57,17,351.75,No,Oro
2743,Cliente_02743,Medellín,58,18,374.7,Sí,Platino
2744,Cliente_02744,Cali,59,19,397.65,Sí,Bronce
2745,Cliente_02745,Cartagena,60,20,420.6,No,Plata
2746,Cliente_02746,Bucaramanga,61,21,443.55,Sí,Oro
2747,Cliente_02747,Pereira,62,22,466.5,Sí,Platino
2748,Cliente_02748,Bogotá,63,23,489.45,No,Bronce
2749,Cliente_02749,Medellín,64,24,512.4,Sí,Plata
2750,Cliente_02750,Cali,65,0,41.6,Sí,Oro
2751,Cliente_02751,Cartagena,66,1,64.55,No,Platino
2752,Cliente_02752,Bucaramanga,67,2,87.5,Sí,Bronce
2753,Cliente_02753,Pereira,68,3,110.45,Sí,Plata
2754,Cliente_02754,Bogotá,69,4,79.0,No,Oro
2755,Cliente_02755,Medellín,70,5,101.95,Sí,Platino
2756,Cliente_02756,Cali,18,6,124.9,Sí,Bronce
2757,Cliente_02757,Cartagena,19,7,147.85,No,Plata
2758,Cliente_02758,Bucaramanga,20,8,170.8,Sí,Oro
2759,Cliente_02759,Pereira,21,9,193.75,Sí,Platino
2760,Cliente_02760,Bogotá,22,10,216.7,No,Bronce
2761,Cliente_02761,Medellín,23,11,239.65,Sí,Plata
2762,Cliente_02762,Cali,24,12,262.6,Sí,Oro
2763,Cliente_02763,Cartagena,25,13,285.55,No,Platino
2764,Cliente_02764,Bucaramanga,26,14,308.5,Sí,Bronce
2765,Cliente_02765,Pereira,27,15,331.45,Sí,Plata
2766,Cliente_02766,Bogotá,28,16,354.4,No,Oro
2767,Cliente_02767,Medellín,29,17,377.35,Sí,Platino
2768,Cliente_02768,Cali,30,18,400.3,Sí,Bronce
2769,Cliente_02769,Cartagena,31,19,423.25,No,Plata
2770,Cliente_02770,Bucaramanga,32,20,446.2,Sí,Oro
2771,Cliente_02771,Pereira,33,21,414.75,Sí,Platino
2772,Cliente_02772,Bogotá,34,22,437.7,No,Bronce
2773,Cliente_02773,Medellín,35,23,460.65,Sí,Plata
2774,Cliente_02774,Cali,36,24,483.6,Sí,Oro
2775,Cliente_02775,Cartagena,37,0,12.8,No,Platino
2776,Cliente_02776,Bucaramanga,38,1,35.75,Sí,Bronce
2777,Cliente_02777,Pereira,39,2,58.7,Sí,Plata
2778,Cliente_02778,Bogotá,40,3,81.65,No,Oro
2779,Cliente_02779,Medellín,41,4,104.6,Sí,Platino
2780,Cliente_02780,Cali,42,5,127.55,Sí,Bronce
2781,Cliente_02781,Cartagena,43,6,150.5,No,Plata
2782,Cliente_02782,Bucaramanga,44,7,173.45,Sí,Oro
2783,Cliente_02783,Pereira,45,8,196.4,Sí,Platino
2784,Cliente_02784,Bogotá,46,9,219.35,No,Bronce
2785,Cliente_02785,Medellín,47,10,242.3,Sí,Plata
2786,Cliente_02786,Cali,48,11,265.25,Sí,Oro
2787,Cliente_02787,Cartagena,49,12,288.2,No,Platino
2788,Cliente_02788,Bucaramanga,50,13,256.75,Sí,Bronce
2789,Cliente_02789,Pereira,51,14,279.7,Sí,Plata
2790,Cliente_02790,Bogotá,52,15,302.65,No,Oro
2791,Cliente_02791,Medellín,53,16,325.6,Sí,Platino
2792,Cliente_02792,Cali,54,17,348.55,Sí,Bronce
2793,Cliente_02793,Cartagena,55,18,371.5,No,Plata
2794,Cliente_02794,Bucaramanga,56,19,394.45,Sí,Oro
2795,Cliente_02795,Pereira,57,20,417.4,Sí,Platino
2796,Cliente_02796,Bogotá,58,21,440.35,No,Bronce
2797,Cliente_02797,Medellín,59,22,463.3,Sí,Plata
2798,Cliente_02798,Cali,60,23,486.25,Sí,Oro
2799,Cliente_02799,Cartagena,61,24,509.2,No,Platino
2800,Cliente_02800,Bucaramanga,62,0,38.4,Sí,Bronce
2801,Cliente_02801,Pereira,63,1,61.35,Sí,Plata
2802,Cliente_02802,Bogotá,64,2,84.3,No,Oro
2803,Cliente_02803,Medellín,65,3,107.25,Sí,Platino
2804,Cliente_02804,Cali,66,4,130.2,Sí,Bronce
2805,Cliente_02805,Cartagena,67,5,98.75,No,Plata
2806,Cliente_02806,Bucaramanga,68,6,121.7,Sí,Oro
2807,Cliente_02807,Pereira,69,7,144.65,Sí,Platino
2808,Cliente_02808,Bogotá,70,8,167.6,No,Bronce
2809,Cliente_02809,Medellín,18,9,190.55,Sí,Plata
2810,Cliente_02810,Cali,19,10,213.5,Sí,Oro
2811,Cliente_02811,Cartagena,20,11,236.45,No,Platino
2812,Cliente_02812,Bucaramanga,21,12,259.4,Sí,Bronce
2813,Cliente_02813,Pereira,22,13,282.35,Sí,Plata
2814,Cliente_02814,Bogotá,23,14,305.3,No,Oro
2815,Cliente_02815,Medellín,24,15,328.25,Sí,Platino
2816,Cliente_02816,Cali,25,16,351.2,Sí,Bronce
2817,Cliente_02817,Cartagena,26,17,374.15,No,Plata
2818,Cliente_02818,Bucaramanga,27,18,397.1,Sí,Oro
2819,Cliente_02819,Pereira,28,19,420.05,Sí,Platino
2820,Cliente_02820,Bogotá,29,20,443.0,No,Bronce
2821,Cliente_02821,Medellín,30,21,465.95,Sí,Plata
2822,Cliente_02822,Cali,31,22,434.5,Sí,Oro
2823,Cliente_02823,Cartagena,32,23,457.45,No,Platino
2824,Cliente_02824,Bucaramanga,33,24,480.4,Sí,Bronce
2825,Cliente_02825,Pereira,34,0,9.6,Sí,Plata
2826,Cliente_02826,Bogotá,35,1,32.55,No,Oro
2827,Cliente_02827,Medellín,36,2,55.5,Sí,Platino
2828,Cliente_02828,Cali,37,3,78.45,Sí,Bronce
2829,Cliente_02829,Cartagena,38,4,101.4,No,Plata
2830,Cliente_02830,Bucaramanga,39,5,124.35,Sí,Oro
2831,Cliente_02831,Pereira,40,6,147.3,Sí,Platino
2832,Cliente_02832,Bogotá,41,7,170.25,No,Bronce
2833,Cliente_02833,Medellín,42,8,193.2,Sí,Plata
2834,Cliente_02834,Cali,43,9,216.15,Sí,Oro
2835,Cliente_02835,Cartagena,44,10,239.1,No,Platino
2836,Cliente_02836,Bucaramanga,45,11,262.05,Sí,Bronce
2837,Cliente_02837,Pereira,46,12,285.0,Sí,Plata
2838,Cliente_02838,Bogotá,47,13,307.95,No,Oro
2839,Cliente_02839,Medellín,48,14,276.5,Sí,Platino
2840,Cliente_02840,Cali,49,15,299.45,Sí,Bronce
2841,Cliente_02841,Cartagena,50,16,322.4,No,Plata
2842,Cliente_02842,Bucaramanga,51,17,345.35,Sí,Oro
2843,Cliente_02843,Pereira,52,18,368.3,Sí,Platino
2844,Cliente_02844,Bogotá,53,19,391.25,No,Bronce
2845,Cliente_02845,Medellín,54,20,414.2,Sí,Plata
2846,Cliente_02846,Cali,55,21,437.15,Sí,Oro
2847,Cliente_02847,Cartagena,56,22,460.1,No,Platino
2848,Cliente_02848,Bucaramanga,57,23,483.05,Sí,Bronce
2849,Cliente_02849,Pereira,58,24,506.0,Sí,Plata
2850,Cliente_02850,Bogotá,59,0,35.2,No,Oro
2851,Cliente_02851,Medellín,60,1,58.15,Sí,Platino
2852,Cliente_02852,Cali,61,2,81.1,Sí,Bronce
2853,Cliente_02853,Cartagena,62,3,104.05,No,Plata
2854,Cliente_02854,Bucaramanga,63,4,127.0,Sí,Oro
2855,Cliente_02855,Pereira,64,5,149.95,Sí,Platino
2856,Cliente_02856,Bogotá,65,6,118.5,No,Bronce
2857,Cliente_02857,Medellín,66,7,141.45,Sí,Plata
2858,Cliente_02858,Cali,67,8,164.4,Sí,Oro
2859,Cliente_02859,Cartagena,68,9,187.35,No,Platino
2860,Cliente_02860,Bucaramanga,69,10,210.3,Sí,Bronce
2861,Cliente_02861,Pereira,70,11,233.25,Sí,Plata
2862,Cliente_02862,Bogotá,18,12,256.2,No,Oro
2863,Cliente_02863,Medellín,19,13,279.15,Sí,Platino
2864,Cliente_02864,Cali,20,14,302.1,Sí,Bronce
2865,Cliente_02865,Cartagena,21,15,325.05,No,Plata
2866,Cliente_02866,Bucaramanga,22,16,348.0,Sí,Oro
2867,Cliente_02867,Pereira,23,17,370.95,Sí,Platino
2868,Cliente_02868,Bogotá,24,18,393.9,No,Bronce
2869,Cliente_02869,Medellín,25,19,416.85,Sí,Plata
2870,Cliente_02870,Cali,26,20,439.8,Sí,Oro
2871,Cliente_02871,Cartagena,27,21,462.75,No,Platino
2872,Cliente_02872,Bucaramanga,28,22,485.7,Sí,Bronce
2873,Cliente_02873,Pereira,29,23,454.25,Sí,Plata
2874,Cliente_02874,Bogotá,30,24,477.2,No,Oro
2875,Cliente_02875,Medellín,31,0,6.4,Sí,Platino
2876,Cliente_02876,Cali,32,1,29.35,Sí,Bronce
2877,Cliente_02877,Cartagena,33,2,52.3,No,Plata
2878,Cliente_02878,Bucaramanga,34,3,75.25,Sí,Oro
2879,Cliente_02879,Pereira,35,4,98.2,Sí,Platino
2880,Cliente_02880,Bogotá,36,5,121.15,No,Bronce
2881,Cliente_02881,Medellín,37,6,144.1,Sí,Plata
2882,Cliente_02882,Cali,38,7,167.05,Sí,Oro
2883,Cliente_02883,Cartagena,39,8,190.0,No,Platino
2884,Cliente_02884,Bucaramanga,40,9,212.95,Sí,Bronce
2885,Cliente_02885,Pereira,41,10,235.9,Sí,Plata
2886,Cliente_02886,Bogotá,42,11,258.85,No,Oro
2887,Cliente_02887,Medellín,43,12,281.8,Sí,Platino
2888,Cliente_02888,Cali,44,13,304.75,Sí,Bronce
2889,Cliente_02889,Cartagena,45,14,327.7,No,Plata
2890,Cliente_02890,Bucaramanga,46,15,296.25,Sí,Oro
2891,Cliente_02891,Pereira,47,16,319.2,Sí,Platino
2892,Cliente_02892,Bogotá,48,17,342.15,No,Bronce
2893,Cliente_02893,Medellín,49,18,365.1,Sí,Plata
2894,Cliente_02894,Cali,50,19,388.05,Sí,Oro
2895,Cliente_02895,Cartagena,51,20,411.0,No,Platino
2896,Cliente_02896,Bucaramanga,52,21,433.95,Sí,Bronce
2897,Cliente_02897,Pereira,53,22,456.9,Sí,Plata
2898,Cliente_02898,Bogotá,54,23,479.85,No,Oro
2899,Cliente_02899,Medellín,55,24,502.8,Sí,Platino
2900,Cliente_02900,Cali,56,0,32.0,Sí,Bronce
2901,Cliente_02901,Cartagena,57,1,54.95,No,Plata
2902,Cliente_02902,Bucaramanga,58,2,77.9,Sí,Oro
2903,Cliente_02903,Pereira,59,3,100.85,Sí,Platino
2904,Cliente_02904,Bogotá,60,4,123.8,No,Bronce
2905,Cliente_02905,Medellín,61,5,146.75,Sí,Plata
2906,Cliente_02906,Cali,62,6,169.7,Sí,Oro
2907,Cliente_02907,Cartagena,63,7,138.25,No,Platino
2908,Cliente_02908,Bucaramanga,64,8,161.2,Sí,Bronce
2909,Cliente_02909,Pereira,65,9,184.15,Sí,Plata
2910,Cliente_02910,Bogotá,66,10,207.1,No,Oro
2911,Cliente_02911,Medellín,67,11,230.05,Sí,Platino
2912,Cliente_02912,Cali,68,12,253.0,Sí,Bronce
2913,Cliente_02913,Cartagena,69,13,275.95,No,Plata
2914,Cliente_02914,Bucaramanga,70,14,298.9,Sí,Oro
2915,Cliente_02915,Pereira,18,15,321.85,Sí,Platino
2916,Cliente_02916,Bogotá,19,16,344.8,No,Bronce
2917,Cliente_02917,Medellín,20,17,367.75,Sí,Plata
2918,Cliente_02918,Cali,21,18,390.7,Sí,Oro
2919,Cliente_02919,Cartagena,22,19,413.65,No,Platino
2920,Cliente_02920,Bucaramanga,23,20,436.6,Sí,Bronce
2921,Cliente_02921,Pereira,24,21,459.55,Sí,Plata
2922,Cliente_02922,Bogotá,25,22,482.5,No,Oro
2923,Cliente_02923,Medellín,26,23,505.45,Sí,Platino
2924,Cliente_02924,Cali,27,24,474.0,Sí,Bronce
2925,Cliente_02925,Cartagena,28,0,3.2,No,Plata
2926,Cliente_02926,Bucaramanga,29,1,26.15,Sí,Oro
2927,Cliente_02927,Pereira,30,2,49.1,Sí,Platino
2928,Cliente_02928,Bogotá,31,3,72.05,No,Bronce
2929,Cliente_02929,Medellín,32,4,95.0,Sí,Plata
2930,Cliente_02930,Cali,33,5,117.95,Sí,Oro
2931,Cliente_02931,Cartagena,34,6,140.9,No,Platino
2932,Cliente_02932,Bucaramanga,35,7,163.85,Sí,Bronce
2933,Cliente_02933,Pereira,36,8,186.8,Sí,Plata
2934,Cliente_02934,Bogotá,37,9,209.75,No,Oro
2935,Cliente_02935,Medellín,38,10,232.7,Sí,Platino
2936,Cliente_02936,Cali,39,11,255.65,Sí,Bronce
2937,Cliente_02937,Cartagena,40,12,278.6,No,Plata
2938,Cliente_02938,Bucaramanga,41,13,301.55,Sí,Oro
2939,Cliente_02939,Pereira,42,14,324.5,Sí,Platino
2940,Cliente_02940,Bogotá,43,15,347.45,No,Bronce
2941,Cliente_02941,Medellín,44,16,316.0,Sí,Plata
2942,Cliente_02942,Cali,45,17,338.95,Sí,Oro
2943,Cliente_02943,Cartagena,46,18,361.9,No,Platino
2944,Cliente_02944,Bucaramanga,47,19,384.85,Sí,Bronce
2945,Cliente_02945,Pereira,48,20,407.8,Sí,Plata
2946,Cliente_02946,Bogotá,49,21,430.75,No,Oro
2947,Cliente_02947,Medellín,50,22,453.7,Sí,Platino
2948,Cliente_02948,Cali,51,23,476.65,Sí,Bronce
2949,Cliente_02949,Cartagena,52,24,499.6,No,Plata
2950,Cliente_02950,Bucaramanga,53,0,28.8,Sí,Oro
2951,Cliente_02951,Pereira,54,1,51.75,Sí,Platino
2952,Cliente_02952,Bogotá,55,2,74.7,No,Bronce
2953,Cliente_02953,Medellín,56,3,97.65,Sí,Plata
2954,Cliente_02954,Cali,57,4,120.6,Sí,Oro
2955,Cliente_02955,Cartagena,58,5,143.55,No,Platino
2956,Cliente_02956,Bucaramanga,59,6,166.5,Sí,Bronce
2957,Cliente_02957,Pereira,60,7,189.45,Sí,Plata
2958,Cliente_02958,Bogotá,61,8,158.0,No,Oro
2959,Cliente_02959,Medellín,62,9,180.95,Sí,Platino
2960,Cliente_02960,Cali,63,10,203.9,Sí,Bronce
2961,Cliente_02961,Cartagena,64,11,226.85,No,Plata
2962,Cliente_02962,Bucaramanga,65,12,249.8,Sí,Oro
2963,Cliente_02963,Pereira,66,13,272.75,Sí,Platino
2964,Cliente_02964,Bogotá,67,14,295.7,No,Bronce
2965,Cliente_02965,Medellín,68,15,318.65,Sí,Plata
2966,Cliente_02966,Cali,69,16,341.6,Sí,Oro
2967,Cliente_02967,Cartagena,70,17,364.55,No,Platino
2968,Cliente_02968,Bucaramanga,18,18,387.5,Sí,Bronce
2969,Cliente_02969,Pereira,19,19,410.45,Sí,Plata
2970,Cliente_02970,Bogotá,20,20,433.4,No,Oro
2971,Cliente_02971,Medellín,21,21,456.35,Sí,Platino
2972,Cliente_02972,Cali,22,22,479.3,Sí,Bronce
2973,Cliente_02973,Cartagena,23,23,502.25,No,Plata
2974,Cliente_02974,Bucaramanga,24,24,525.2,Sí,Oro
2975,Cliente_02975,Pereira,25,0,0.0,Sí,Platino
2976,Cliente_02976,Bogotá,26,1,22.95,No,Bronce
2977,Cliente_02977,Medellín,27,2,45.9,Sí,Plata
2978,Cliente_02978,Cali,28,3,68.85,Sí,Oro
2979,Cliente_02979,Cartagena,29,4,91.8,No,Platino
2980,Cliente_02980,Bucaramanga,30,5,114.75,Sí,Bronce
2981,Cliente_02981,Pereira,31,6,137.7,Sí,Plata
2982,Cliente_02982,Bogotá,32,7,160.65,No,Oro
2983,Cliente_02983,Medellín,33,8,183.6,Sí,Platino
2984,Cliente_02984,Cali,34,9,206.55,Sí,Bronce
2985,Cliente_02985,Cartagena,35,10,229.5,No,Plata
2986,Cliente_02986,Bucaramanga,36,11,252.45,Sí,Oro
2987,Cliente_02987,Pereira,37,12,275.4,Sí,Platino
2988,Cliente_02988,Bogotá,38,13,298.35,No,Bronce
2989,Cliente_02989,Medellín,39,14,321.3,Sí,Plata
2990,Cliente_02990,Cali,40,15,344.25,Sí,Oro
2991,Cliente_02991,Cartagena,41,16,367.2,No,Platino
2992,Cliente_02992,Bucaramanga,42,17,335.75,Sí,Bronce
2993,Cliente_02993,Pereira,43,18,358.7,Sí,Plata
2994,Cliente_02994,Bogotá,44,19,381.65,No,Oro
2995,Cliente_02995,Medellín,45,20,404.6,Sí,Platino
2996,Cliente_02996,Cali,46,21,427.55,Sí,Bronce
2997,Cliente_02997,Cartagena,47,22,450.5,No,Plata
2998,Cliente_02998,Bucaramanga,48,23,473.45,Sí,Oro
2999,Cliente_02999,Pereira,49,24,496.4,Sí,Platino
3000,Cliente_03000,Bogotá,50,0,25.6,No,Bronce
3001,Cliente_03001,Medellín,51,1,48.55,Sí,Plata
3002,Cliente_03002,Cali,52,2,71.5,Sí,Oro
3003,Cliente_03003,Cartagena,53,3,94.45,No,Platino
3004,Cliente_03004,Bucaramanga,54,4,117.4,Sí,Bronce
3005,Cliente_03005,Pereira,55,5,140.35,Sí,Plata
3006,Cliente_03006,Bogotá,56,6,163.3,No,Oro
3007,Cliente_03007,Medellín,57,7,186.25,Sí,Platino
3008,Cliente_03008,Cali,58,8,209.2,Sí,Bronce
3009,Cliente_03009,Cartagena,59,9,177.75,No,Plata
3010,Cliente_03010,Bucaramanga,60,10,200.7,Sí,Oro
3011,Cliente_03011,Pereira,61,11,223.65,Sí,Platino
3012,Cliente_03012,Bogotá,62,12,246.6,No,Bronce
3013,Cliente_03013,Medellín,63,13,269.55,Sí,Plata
3014,Cliente_03014,Cali,64,14,292.5,Sí,Oro
3015,Cliente_03015,Cartagena,65,15,315.45,No,Platino
3016,Cliente_03016,Bucaramanga,66,16,338.4,Sí,Bronce
3017,Cliente_03017,Pereira,67,17,361.35,Sí,Plata
3018,Cliente_03018,Bogotá,68,18,384.3,No,Oro
3019,Cliente_03019,Medellín,69,19,407.25,Sí,Platino
3020,Cliente_03020,Cali,70,20,430.2,Sí,Bronce
3021,Cliente_03021,Cartagena,18,21,453.15,No,Plata
3022,Cliente_03022,Bucaramanga,19,22,476.1,Sí,Oro
3023,Cliente_03023,Pereira,20,23,499.05,Sí,Platino
3024,Cliente_03024,Bogotá,21,24,522.0,No,Bronce
3025,Cliente_03025,Medellín,22,0,51.2,Sí,Plata
3026,Cliente_03026,Cali,23,1,19.75,Sí,Oro
3027,Cliente_03027,Cartagena,24,2,42.7,No,Platino
3028,Cliente_03028,Bucaramanga,25,3,65.65,Sí,Bronce
3029,Cliente_03029,Pereira,26,4,88.6,Sí,Plata
3030,Cliente_03030,Bogotá,27,5,111.55,No,Oro
3031,Cliente_03031,Medellín,28,6,134.5,Sí,Platino
3032,Cliente_03032,Cali,29,7,157.45,Sí,Bronce
3033,Cliente_03033,Cartagena,30,8,180.4,No,Plata
3034,Cliente_03034,Bucaramanga,31,9,203.35,Sí,Oro
3035,Cliente_03035,Pereira,32,10,226.3,Sí,Platino
3036,Cliente_03036,Bogotá,33,11,249.25,No,Bronce
3037,Cliente_03037,Medellín,34,12,272.2,Sí,Plata
3038,Cliente_03038,Cali,35,13,295.15,Sí,Oro
3039,Cliente_03039,Cartagena,36,14,318.1,No,Platino
3040,Cliente_03040,Bucaramanga,37,15,341.05,Sí,Bronce
3041,Cliente_03041,Pereira,38,16,364.0,Sí,Plata
3042,Cliente_03042,Bogotá,39,17,386.95,No,Oro
3043,Cliente_03043,Medellín,40,18,355.5,Sí,Platino
3044,Cliente_03044,Cali,41,19,378.45,Sí,Bronce
3045,Cliente_03045,Cartagena,42,20,401.4,No,Plata
3046,Cliente_03046,Bucaramanga,43,21,424.35,Sí,Oro
3047,Cliente_03047,Pereira,44,22,447.3,Sí,Platino
3048,Cliente_03048,Bogotá,45,23,470.25,No,Bronce
3049,Cliente_03049,Medellín,46,24,493.2,Sí,Plata
3050,Cliente_03050,Cali,47,0,22.4,Sí,Oro
3051,Cliente_03051,Cartagena,48,1,45.35,No,Platino
3052,Cliente_03052,Bucaramanga,49,2,68.3,Sí,Bronce
3053,Cliente_03053,Pereira,50,3,91.25,Sí,Plata
3054,Cliente_03054,Bogotá,51,4,114.2,No,Oro
3055,Cliente_03055,Medellín,52,5,137.15,Sí,Platino
3056,Cliente_03056,Cali,53,6,160.1,Sí,Bronce
3057,Cliente_03057,Cartagena,54,7,183.05,No,Plata
3058,Cliente_03058,Bucaramanga,55,8,206.0,Sí,Oro
